"Column Name","Label"
"DP3_0104C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!Median household income (dollars)"
"DP3_0104CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!Median household income (dollars)"
"DP3_0105C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!Mean household income (dollars)"
"DP3_0105CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!Mean household income (dollars)"
"DP3_0106C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)"
"DP3_0106CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)"
"DP3_0107C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With earnings"
"DP3_0107CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With earnings"
"DP3_0108C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With earnings!!Mean earnings (dollars)"
"DP3_0108CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With earnings!!Mean earnings (dollars)"
"DP3_0109C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Social Security income"
"DP3_0109CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Social Security income"
"DP3_0110C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Social Security income!!Mean Social Security income (dollars)"
"DP3_0110CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Social Security income!!Mean Social Security income (dollars)"
"DP3_0111C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With public assistance income including Supplemental Security Income"
"DP3_0111CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With public assistance income including Supplemental Security Income"
"DP3_0112C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With public assistance income including Supplemental Security Income!!Mean public assistance income including Supplemental Security Income (dollars)"
"DP3_0112CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With public assistance income including Supplemental Security Income!!Mean public assistance income including Supplemental Security Income (dollars)"
"DP3_0113C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With retirement income"
"DP3_0113CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With retirement income"
"DP3_0114C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With retirement income!!Mean retirement income (dollars)"
"DP3_0114CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With retirement income!!Mean retirement income (dollars)"
"DP3_0115C","Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Food Stamp/SNAP benefits"
"DP3_0115CA","Annotation of Number!!INCOME IN 2019!!Households (excluding people in military housing units)!!With Food Stamp/SNAP benefits"
"DP3_0116C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)"
"DP3_0116CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)"
"DP3_0117C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Less than $2,500"
"DP3_0117CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Less than $2,500"
"DP3_0118C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$2,500 to $4,999"
"DP3_0118CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$2,500 to $4,999"
"DP3_0119C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$5,000 to $9,999"
"DP3_0119CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$5,000 to $9,999"
"DP3_0120C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$10,000 to $14,999"
"DP3_0120CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$10,000 to $14,999"
"DP3_0121C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$15,000 to $19,999"
"DP3_0121CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$15,000 to $19,999"
"DP3_0122C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$20,000 to $24,999"
"DP3_0122CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$20,000 to $24,999"
"DP3_0123C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$25,000 to $29,999"
"DP3_0123CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$25,000 to $29,999"
"DP3_0124C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$30,000 to $39,999"
"DP3_0124CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$30,000 to $39,999"
"DP3_0125C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$40,000 to $49,999"
"DP3_0125CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$40,000 to $49,999"
"DP3_0126C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$50,000 to $59,999"
"DP3_0126CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$50,000 to $59,999"
"DP3_0127C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$60,000 to $74,999"
"DP3_0127CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$60,000 to $74,999"
"DP3_0128C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$75,000 to $99,999"
"DP3_0128CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$75,000 to $99,999"
"DP3_0129C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$100,000 to $124,999"
"DP3_0129CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$100,000 to $124,999"
"DP3_0130C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$125,000 or more"
"DP3_0130CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!$125,000 or more"
"DP3_0131C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Median family income (dollars)"
"DP3_0131CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Median family income (dollars)"
"DP3_0132C","Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Mean family income (dollars)"
"DP3_0132CA","Annotation of Number!!INCOME IN 2019!!Families (excluding families in military housing units)!!Mean family income (dollars)"
"DP3_0133C","Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)"
"DP3_0133CA","Annotation of Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)"
"DP3_0134C","Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)!!Median nonfamily income (dollars)"
"DP3_0134CA","Annotation of Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)!!Median nonfamily income (dollars)"
"DP3_0135C","Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)!!Mean nonfamily income (dollars)"
"DP3_0135CA","Annotation of Number!!INCOME IN 2019!!Nonfamily households (excluding people in military housing units)!!Mean nonfamily income (dollars)"
"DP3_0136C","Number!!INCOME IN 2019!!Per capita income (dollars) for population in households (excluding people in military housing units)"
"DP3_0136CA","Annotation of Number!!INCOME IN 2019!!Per capita income (dollars) for population in households (excluding people in military housing units)"
"DP3_0137C","Number!!MEDIAN EARNINGS (DOLLARS)!!Male full-time, year-round workers in households (excluding people in military housing units)"
"DP3_0137CA","Annotation of Number!!MEDIAN EARNINGS (DOLLARS)!!Male full-time, year-round workers in households (excluding people in military housing units)"
"DP3_0138C","Number!!MEDIAN EARNINGS (DOLLARS)!!Female full-time, year-round workers in households (excluding people in military housing units)"
"DP3_0138CA","Annotation of Number!!MEDIAN EARNINGS (DOLLARS)!!Female full-time, year-round workers in households (excluding people in military housing units)"
"DP3_0139C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]"
"DP3_0139CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]"
"DP3_0140C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0140CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0141C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0141CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0142C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]"
"DP3_0142CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]"
"DP3_0143C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0143CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0144C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0144CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Married couple family in households (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0145C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]"
"DP3_0145CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]"
"DP3_0146C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0146CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0147C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0147CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with male householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0148C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]"
"DP3_0148CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]"
"DP3_0149C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0149CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years"
"DP3_0150C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0150CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!Families with female householder, no spouse present (excluding families in military housing units) [3]!!With related children under 18 years!!With related children under 5 years"
"DP3_0151C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)"
"DP3_0151CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)"
"DP3_0152C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years"
"DP3_0152CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years"
"DP3_0153C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!Under 5 years"
"DP3_0153CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!Under 5 years"
"DP3_0154C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!5 to 17 years"
"DP3_0154CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!5 to 17 years"
"DP3_0155C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!Related children of the householder under 18 years"
"DP3_0155CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Under 18 years!!Related children of the householder under 18 years"
"DP3_0156C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over"
"DP3_0156CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over"
"DP3_0157C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over!!18 to 64 years"
"DP3_0157CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over!!18 to 64 years"
"DP3_0158C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over!!65 years and over"
"DP3_0158CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!18 years and over!!65 years and over"
"DP3_0159C","Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Unrelated individuals 15 years and over"
"DP3_0159CA","Annotation of Number!!NUMBER AND PERCENTAGE OF FAMILIES AND PEOPLE WITH INCOME IN 2019 BELOW POVERTY LEVEL!!All Individuals in households (excluding people in military housing units)!!Unrelated individuals 15 years and over"
"DP3_0001P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)"
"DP3_0001PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)"
"DP3_0002P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force"
"DP3_0002PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force"
"DP3_0003P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force"
"DP3_0003PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force"
"DP3_0004P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Employed"
"DP3_0004PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Employed"
"DP3_0005P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Unemployed"
"DP3_0005PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Unemployed"
"DP3_0006P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Armed Forces"
"DP3_0006PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!In labor force!!Armed Forces"
"DP3_0007P","Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!Not in labor force"
"DP3_0007PA","Annotation of Percent!!EMPLOYMENT STATUS!!Population 16 years and over in households (excluding people in military housing units)!!Not in labor force"
"DP3_0008P","Percent!!EMPLOYMENT STATUS!!Civilian labor force living in households (excluding people in military housing units)"
"DP3_0008PA","Annotation of Percent!!EMPLOYMENT STATUS!!Civilian labor force living in households (excluding people in military housing units)"
"DP3_0009P","Percent!!EMPLOYMENT STATUS!!Civilian labor force living in households (excluding people in military housing units)!!Unemployment Rate"
"DP3_0009PA","Annotation of Percent!!EMPLOYMENT STATUS!!Civilian labor force living in households (excluding people in military housing units)!!Unemployment Rate"
"DP3_0010P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)"
"DP3_0010PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)"
"DP3_0011P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force"
"DP3_0011PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force"
"DP3_0012P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force"
"DP3_0012PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force"
"DP3_0013P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Employed"
"DP3_0013PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Employed"
"DP3_0014P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Unemployed"
"DP3_0014PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Civilian labor force!!Unemployed"
"DP3_0015P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Armed Forces"
"DP3_0015PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!In labor force!!Armed Forces"
"DP3_0016P","Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!Not in labor force"
"DP3_0016PA","Annotation of Percent!!EMPLOYMENT STATUS!!Females 16 years and over in households (excluding people in military housing units)!!Not in labor force"
"DP3_0017P","Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years (excluding persons in military housing units)"
"DP3_0017PA","Annotation of Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years (excluding persons in military housing units)"
"DP3_0018P","Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years (excluding persons in military housing units)!!All parents in family in labor force"
"DP3_0018PA","Annotation of Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years (excluding persons in military housing units)!!All parents in family in labor force"
"DP3_0019P","Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years (excluding people in military housing units)"
"DP3_0019PA","Annotation of Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years (excluding people in military housing units)"
"DP3_0020P","Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years (excluding people in military housing units)!!All parents in family in labor force"
"DP3_0020PA","Annotation of Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years (excluding people in military housing units)!!All parents in family in labor force"
"DP3_0021P","Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)"
"DP3_0021PA","Annotation of Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)"
"DP3_0022P","Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam"
"DP3_0022PA","Annotation of Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam"
"DP3_0023P","Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam!!Same county as residence"
"DP3_0023PA","Annotation of Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam!!Same county as residence"
"DP3_0024P","Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam!!Different county than residence"
"DP3_0024PA","Annotation of Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked in Guam!!Different county than residence"
"DP3_0025P","Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked outside Guam"
"DP3_0025PA","Annotation of Percent!!PLACE OF WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked outside Guam"
"DP3_0026P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)"
"DP3_0026PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)"
"DP3_0027P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Car, truck, or private van/bus -- drove alone"
"DP3_0027PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Car, truck, or private van/bus -- drove alone"
"DP3_0028P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Car, truck, or private van/bus -- carpooled"
"DP3_0028PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Car, truck, or private van/bus -- carpooled"
"DP3_0029P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)"
"DP3_0029PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)"
"DP3_0030P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)!!Public van/bus"
"DP3_0030PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)!!Public van/bus"
"DP3_0031P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)!!Boat, ferry, or water taxi"
"DP3_0031PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Public transportation (excluding taxicab)!!Boat, ferry, or water taxi"
"DP3_0032P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Taxicab"
"DP3_0032PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Taxicab"
"DP3_0033P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Motorcycle"
"DP3_0033PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Motorcycle"
"DP3_0034P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Plane or seaplane"
"DP3_0034PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Plane or seaplane"
"DP3_0035P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Bicycle"
"DP3_0035PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Bicycle"
"DP3_0036P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Walked"
"DP3_0036PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Walked"
"DP3_0037P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Other means"
"DP3_0037PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Other means"
"DP3_0038P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked from home"
"DP3_0038PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Worked from home"
"DP3_0039P","Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Mean travel time to work (minutes)"
"DP3_0039PA","Annotation of Percent!!COMMUTING TO WORK!!Workers 16 years and over in households (excluding people in military housing units)!!Mean travel time to work (minutes)"
"DP3_0040P","Percent!!OCCUPATION [1]!!Civilian employed population 16 years and over in households (excluding people in military housing units)"
"DP3_0040PA","Annotation of Percent!!OCCUPATION [1]!!Civilian employed population 16 years and over in households (excluding people in military housing units)"
"DP3_0041P","Percent!!OCCUPATION [1]!!Civilian employed population 16 years and over in households (excluding people in military housing units)!!Management, business, science, and arts occupations"
"DP3_0041PA","Annotation of Percent!!OCCUPATION [1]!!Civilian employed population 16 years and over in households (excluding people in military housing units)!!Management, business, science, and arts occupations"
"DP3_0042P","Percent!!OCCUPATION [1]!!Civilian employed population 16 years and over in households (excluding people in military housing units)!!Service occupations"
