"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"ESAGR",20,"Housing Problems",5,"Structural Problems",5,"2013 National, 2011 Metro","PUF","Roof's surface sags or is uneven","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"ESAGR",20,"Housing Problems",5,"Structural Problems",5,"2013 Metro, 2011 National","PUF","Roof's surface sags or is uneven","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ESLOPW",21,"Housing Problems",5,"Structural Problems",5,"2013 National, 2013 Metro","PUF","Outside walls slope, lean, slant, buckle","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HOLES",22,"Housing Problems",5,"Structural Problems",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Holes in floor","HOUSEHOLD","Character","JHOLES",,"1: Yes||2: No",,,,,
"BLEAK",18,"Housing Problems",5,"Leaking and Mold",6,"2013 National, 2011 National, 2011 Metro","PUF","Water leak in basement","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"BLEAK",18,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro","PUF","Water leak in basement","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"ILEAK",19,"Housing Problems",5,"Leaking and Mold",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Any inside water leaks in last 12 months","HOUSEHOLD","Character","JILEAK",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"LEAK",20,"Housing Problems",5,"Leaking and Mold",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Any outside water leaks in last 12 months","HOUSEHOLD","Character","JLEAK",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLEAK1",21,"Housing Problems",5,"Leaking and Mold",6,"2013 National","PUF","Inside water leak from some other source","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NLEAK1",21,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro, 2011 National","PUF","Inside water leak from some other source","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"NLEAK2",22,"Housing Problems",5,"Leaking and Mold",6,"2013 National","PUF","Source of inside water leak unknown","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NLEAK2",22,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro, 2011 National","PUF","Source of inside water leak unknown","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"PILEAK",23,"Housing Problems",5,"Leaking and Mold",6,"2013 National","PUF","Inside water leak from leaking pipes","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"PILEAK",23,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro, 2011 National","PUF","Inside water leak from leaking pipes","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"PLEAK",24,"Housing Problems",5,"Leaking and Mold",6,"2013 National","PUF","Inside water leak from plumbing fixtures","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"PLEAK",24,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro, 2011 National","PUF","Inside water leak from plumbing fixtures","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"RLEAK",25,"Housing Problems",5,"Leaking and Mold",6,"2013 National, 2011 National, 2011 Metro","PUF","Water leak in roof","HOUSEHOLD","Character","NA",,"1: Checked response||2: Did not check response||D: Don't know||R: Refused||B: Not applicable",,,,,
"RLEAK",25,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro","PUF","Water leak in roof","HOUSEHOLD","Character","NA",,"1: Checked response||2: Did not check response||D: Don't know||B: Not applicable",,,,,
"WLEAK",26,"Housing Problems",5,"Leaking and Mold",6,"2013 National, 2011 National, 2011 Metro","PUF","Water leak in wall or closed door / window","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"WLEAK",26,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro","PUF","Water leak in wall or closed door / window","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"WTRHRL",27,"Housing Problems",5,"Leaking and Mold",6,"2013 National","PUF","Source of inside water leak is broken water heater","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"WTRHRL",27,"Housing Problems",5,"Leaking and Mold",6,"2013 Metro, 2011 National","PUF","Source of inside water leak is broken water heater","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"EGOOD",3,"Housing Problems",5,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National","PUF","No listed conditions seen in / on unit","HOUSEHOLD","Character","NA",,"1: Yes||Blank: Not reported||B: Not applicable",,,,,
"ZADEQ",4,"Housing Problems",5,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Recoded adequacy of housing","HOUSEHOLD","Character","NA",,"1: Adequate||2: Moderately inadequate||3: Severely inadequate||B: Not applicable",,,,,
"BLDMNT",1,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Satisfaction with building maintenance","HOUSEHOLD","Character","NA",,"1: Completely satisfied||2: Partly satisfied||3: Dissatisfied||4: Landlord not responsible for building maintenance||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"GRDMNT",2,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National, 1999 National","PUF","Satisfaction with grounds maintenance","HOUSEHOLD","Character","NA",,"1: Completely satisfied||2: Partly satisfied||3: Dissatisfied||4: Landlord not responsible for ground maintenance||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"GRDMNT",2,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 Metro, 2011 Metro, 2009 Metro, 2007 Metro, 2004 Metro, 2002 Metro","PUF","Satisfaction with grounds maintenance","HOUSEHOLD","Character","NA",,"1: Completely satisfied||2: Partly satisfied||3: Dissatisfied||4: Landlord not responsible for grounds maintenance||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAJR1",3,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Starts major maintenance or repairs quickly enough","HOUSEHOLD","Character","NA",,"1: Yes, usually||2: Not usually||3: Very mixed||4: Haven't needed any||5: Landlord not responsible for maintenance||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAJR2",4,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Solves major problems quickly","HOUSEHOLD","Character","NA",,"1: Yes||2: No||3: Mixed||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAJR3",5,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Polite / considerate of home (major repairs)","HOUSEHOLD","Character","NA",,"1: Yes||2: No||3: Mixed||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MINR1",6,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro","PUF","Starts minor maintenance or repairs soon enough","HOUSEHOLD","Character","NA",,"1: Yes, usually||2: Not usually||3: Very mixed||4: Haven't needed any||5: Landlord not responsible for minor repairs||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MINR2",7,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Solves minor problems quickly","HOUSEHOLD","Character","NA",,"1: Yes||2: No||3: Mixed||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MINR3",8,"Housing Problems",5,"Renter Maintenance Satisfaction",8,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Polite / considerate of home (minimum repairs)","HOUSEHOLD","Character","NA",,"1: Yes||2: No||3: Mixed||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ELDER",24,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of persons living in household - 65 years or older","HOUSEHOLD","Numeric","NA",,"0: None||1 : 29: 1 to 29 persons||B: Not applicable",,,,,
"FRSTOC",25,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Current occupants are first occupants","HOUSEHOLD","Character","JRSTOC",,"1: First occupants||2: Previously occupied||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"KIDU18",26,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of persons living in household - 17 years or younger","HOUSEHOLD","Numeric","NA",,"0: None||1 : 30: 1 to 30||B: Not applicable",,,,,
"NONREL",27,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of nonrelatives in household","HOUSEHOLD","Numeric","NA",,"0: None||1 : 29: 1 to 29 persons||B: Not applicable",,,,,
"PER",28,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of persons in household","HOUSEHOLD","Numeric","NA",,"1 : 30: 1 to 30||B: Not applicable",,,,,
"ZADULT",29,"Demographics",6,"Total Household Demographics",1,"2013 National, 2013 Metro, 2011 Metro, 2009 National, 1998 Metro, 1997 National","PUF","Number of adults 18 and over in household","HOUSEHOLD","Numeric","NA",,"0 : 10: 0 to 10 adults||11: 11 or more adults||B: Not applicable",,,,,
"HCARE",8,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty dressing or bathing","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HERRND",9,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty doing errands alone","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HHEAR",10,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty hearing","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HMEMRY",11,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty concentrating or remembering","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HSEE",12,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty seeing","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HWALK",13,"Demographics",6,"Total Household Disability",2,"2013 National, 2013 Metro, 2009 National, 2009 Metro","PUF","Household member has difficulty walking or climbing stairs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HHAGE",2,"Demographics",6,"Householder Demographics",3,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National","PUF","Age of householder","HOUSEHOLD","Numeric","JHHAGE",,"0 : 120: 0 to 120 years||B: Not applicable",,,,,
"HHAGE",2,"Demographics",6,"Householder Demographics",3,"2013 Metro, 2011 Metro, 2009 Metro, 2007 Metro, 2004 Metro, 2002 Metro","PUF","Age of householder","HOUSEHOLD","Numeric","JHHAGE",,"0 : 120: 0 to 120 years old||B: Not applicable",,,,,
"HHCITSHP",3,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","U.S. citizenship of householder","HOUSEHOLD","Character","JHHITSHP",,"1: Native, born in U.S.||2: Native, born in Puerto Rico or U.S. outlying area||3: Native born abroad of U.S. parent(s)||4: Foreign born, U.S. citizen by naturalization||5: Foreign born, not a U.S. citizen||B: Not applicable",,,,,
"HHGRAD",6,"Demographics",6,"Householder Demographics",3,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National","PUF","Educational level of householder","HOUSEHOLD","Character","JHHGRAD",,"31: Less than 1st grade||32: 1st, 2nd, 3rd, or 4th grade||33: 5th or 6th grade||34: 7th or 8th grade||35: 9th grade||36: 10th grade||37: 11th grade||38: 12th grade||39: High school graduate - high school diploma or equivalent (for example: GED)||40: Some college but no degree||41: Diploma or certificate from a vocational, technical, trade or business school beyond||42: Associate degree in college - occupational / vocational program||43: Associate degree in college - academic program||44: Bachelor's degree (for example: BA, AB, BS)||45: Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)||46: Professional school degree (for example: MD, DDS, DVM, LLB, JD)||47: Doctorate degree (for example: PhD, EdD)||B: Not applicable",,,,,
"HHGRAD",6,"Demographics",6,"Householder Demographics",3,"2013 Metro, 2011 Metro, 2009 Metro, 2007 Metro, 2004 Metro, 2002 Metro","PUF","Educational level of householder","HOUSEHOLD","Character","JHHGRAD",,"31: Less than 1st grade||32: 1st, 2nd, 3rd, or 4th grade||33: 5th or 6th grade||34: 7th or 8th grade||35: 9th grade||36: 10th grade||37: 11th grade||38: 12th grade, no diploma||39: High school graduate - high school diploma or equivalent (for example: GED)||40: Some college but no degree||41: Diploma or certificate from a vocational, technical, trade or business school beyond the high school level||42: Associate degree in college - occupational / vocational program||43: Associate degree in college - academic program||44: Bachelor's degree (for example: BA, AB, BS)||45: Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)||46: Professional school degree (for example: MD, DDS, DVM, LLB, JD)||47: Doctorate degree (for example: PhD, EdD)||B: Not applicable",,,,,
"HHINUSYR",7,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro","PUF","Year householder came to U.S.","HOUSEHOLD","Numeric","JHHNUSYR",,"1911 : 2013: 1911 to 2013||B: Not applicable",,,,,
"HHMAR",8,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Marital status of householder","HOUSEHOLD","Character","JHHMAR",,"1: Married, spouse present||2: Married, spouse absent||3: Widowed||4: Divorced||5: Separated||6: Never married||B: Not applicable",,,,,
"HHMOVE",9,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro","PUF","Year householder moved in","HOUSEHOLD","Numeric","JHHMOVE",,"1900 : 2013: 1900 to 2013||B: Not applicable",,,,,
"HHNATVTY",10,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2004 Metro, 2003 National, 2001 National","PUF","Country of birth of householder","HOUSEHOLD","Character","JHHATVTY",,"057: United States||072: Puerto Rico||096: Outlying area of the U.S.||109: France||110: Germany||117: Hungary||119: Ireland / Eire||120: Italy||128: Poland||147: Yugoslavia||185: Armenia||192: Russia||195: Ukraine||202: Bangladesh||206: Cambodia||207: China||209: Hong Kong||210: India||211: Indonesia||212: Iran||213: Iraq||214: Israel||215: Japan||218: Korea / South Korea||221: Laos||222: Lebanon||229: Pakistan||231: Philippines||238: Taiwan||239: Thailand||242: Vietnam||301: Canada||311: Costa Rica||312: El Salvador||313: Guatemala||314: Honduras||315: Mexico||316: Nicaragua||337: Cuba||339: Dominican Republic||342: Haiti||343: Jamaica||351: Trinidad and Tobago||375: Argentina||377: Brazil||379: Columbia||380: Ecuador||383: Guyana||385: Peru||440: Nigeria||555: Elsewhere||610: Other North or Central America||611: Other Caribbean||620: Other South America||640: Other Africa||641: North Africa||650: Other Europe||651: Portugal with Azores||652: Great Britain||653: Scandinavia||654: Other Northern Europe||660: Other Asia||661: Other Middle East||670: Australia / Oceania||B: Not applicable",,,,,
"HHRACE",12,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 Metro, 2004 Metro","PUF","Race of householder","HOUSEHOLD","Character","JHHRACE",,"01: White only||02: Black only||03: American Indian, Alaska Native only||04: Asian only||05: Hawaiian, Pacific Islander only||06: White / Black||07: White / American Indian, Alaska Native||08: White / Asian||09: White / Hawaiian, Pacific Islander||10: Black / American Indian, Alaska Native||11: Black / Asian||12: Black / Hawaiian, Pacific Islander||13: American Indian, Alaska Native / Asian||14: Asian / Hawaiian, Pacific Islander||15: White / Black / American Indian, Alaska Native||16: White / Black / Asian||17: White / American Indian, Alaska Native / Asian||18: White / Asian / Hawaiian, Pacific Islander||19: White / Black / American Indian, Alaska Native / Asian||20: Other combinations of 2 or 3 races||21: Other combinations of 4 or more races||B: Not applicable",,,,,
"HHSEX",15,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Sex of householder","HOUSEHOLD","Character","JHHSEX",,"1: Male||2: Female||B: Not applicable",,,,,
"HHSPAN",16,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Spanish origin of householder","HOUSEHOLD","Character","JHHSPAN",,"1: Yes||2: No||B: Not applicable",,,,,
"HHKIDU18",18,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of householder's children under 18 years","HOUSEHOLD","Numeric","NA",,"0: None||1 : 29: 1 to 29 persons||B: Not applicable",,,,,
"HHLDKID",19,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of householder's children (any age)","HOUSEHOLD","Numeric","NA",,"0: None||1 : 29: 1 to 29 persons||B: Not applicable",,,,,
"HHMOVM",20,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Month householder moved in","HOUSEHOLD","Numeric","JHHMOVM",,"1: January||2: February||3: March||4: April||5: May||6: June||7: July||8: August||9: September||10: October||11: November||12: December||B: Not applicable",,,,,
"HHPAR",21,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Line number of parent of householder","HOUSEHOLD","Numeric","JHHPAR",,"1 : 30: 1 to 30||. : Not reported||B: Not applicable",,,,,
"HHPLINE",22,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Line number of householder","HOUSEHOLD","Numeric","NA",,"1 : 30: 1 to 30||B: Not applicable",,,,,
"HHREL",23,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Relationship of householder to household","HOUSEHOLD","Character","JHHREL",,"1: Reference person with relatives in household||2: Reference person without relatives in household||B: Not applicable",,,,,
"HHSPOS",24,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Line number of spouse of householder","HOUSEHOLD","Numeric","JHHSPOS",,"1 : 30: 1 to 30||. : Not reported||B: Not applicable",,,,,
"HHTEN",25,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder is owner or renter of unit","HOUSEHOLD","Character","NA",,"1: Yes||B: Not applicable",,,,,
"MOVEDLY",26,"Demographics",6,"Householder Demographics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder moved in last year","HOUSEHOLD","Character","NA",,"1: Yes||2: No||B: Not applicable",,,,,
"HHPCARE",7,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has self-care disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HHPERRND",8,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has go-outside-home disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HHPHEAR",9,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has hearing disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HHPMEMRY",10,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has memory disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HHPSEE",11,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has seeing disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HHPWALK",12,"Demographics",6,"Householder Disability",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Householder has walking disability","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"AGE",1,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Age of person","PERSON","Numeric","JAGE",,"0 : 120: 0 to 120 years",,,,,
"CITSHP",2,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","U.S. citizenship","PERSON","Character","JITSHP",,"1: Native, born in U.S.||2: Native, born in Puerto Rico or U.S. outlying area||3: Native born abroad of U.S. parent(s)||4: Foreign born, U.S. citizen by naturalization||5: Foreign born, not a U.S. citizen",,,,,
"FAMREL",5,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Family relationship","PERSON","Character","NA",,"0: Not in a family||1: Reference person of family||2: Spouse of reference person of family||3: Child of reference person of family||4: Other relative of reference person of family",,,,,
"FAMTYP",6,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Family type","PERSON","Character","NA",,"1: Primary family||2: Primary individual||3: Related subfamily||4: Unrelated subfamily||5: Secondary individual",,,,,
"GRAD",8,"Demographics",6,"Person Demographics",5,"2013 National, 2011 National","PUF","Educational level of person","PERSON","Character","JGRAD",,"31: Less than 1st grade||32: 1st, 2nd, 3rd, or 4th grade||33: 5th or 6th grade||34: 7th or 8th grade||35: 9th grade||36: 10th grade||37: 11th grade||38: 12th grade, no diploma||39: High school graduate - high school diploma or equivalent (for example: GED)||40: Some college but no degree||41: Diploma or certificate from a vocational, technical, trade or business school beyond||42: Associate degree in college - occupational / vocational program||43: Associate degree in college - academic program||44: Bachelor's degree (for example: BA, AB, BS)||45: Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)||46: Professional school degree (for example: MD, DDS, DVM, LLB, JD)||47: Doctorate degree (for example: PhD, EdD)||D: Don't know||B: Not applicable",,,,,
